ts_code,name,fullname,enname,list_date,delist_date,market,curr_type,list_status,created_at,updated_at
03302.HK,精技集团,精技集团有限公司,Kinergy Corporation Ltd.,2018-07-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03303.HK,巨涛海洋石油服务,巨涛海洋石油服务有限公司,Jutal Offshore Oil Services Limited,2006-09-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03306.HK,江南布衣,江南布衣有限公司,JNBY Design Limited,2016-10-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03309.HK,希玛医疗,希玛医疗控股有限公司,C-MER Medical Holdings Limited,2018-01-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03311.HK,中国建筑国际,中国建筑国际集团有限公司,China State Construction International Holdings Limited,2005-07-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03313.HK,雅高控股,雅高控股有限公司,ArtGo Holdings Limited,2013-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03315.HK,金邦达宝嘉,金邦达宝嘉控股有限公司,Goldpac Group Limited,2013-12-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03316.HK,滨江服务,滨江服务集团有限公司,Binjiang Service Group Co. Ltd.,2019-03-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03317.HK,迅策,深圳迅策科技股份有限公司,"Shenzhen Xunce Technology Co., Ltd.",2025-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03318.HK,中国波顿,中国波顿集团有限公司,China Boton Group Company Limited,2005-12-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03319.HK,雅生活服务,雅生活智慧城市服务股份有限公司,"A-Living Smart City Services Co., Ltd.",2018-02-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03320.HK,华润医药,华润医药集团有限公司,China Resources Pharmaceutical Group Limited,2016-10-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03321.HK,中科集团控股-新,中科集团控股有限公司,ZhongKe Group Holdings Limited,2019-04-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03322.HK,永嘉集团,永嘉集团控股有限公司,Win Hanverky Holdings Limited,2006-09-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03323.HK,中国建材,中国建材股份有限公司,China National Building Material Company Limited,2006-03-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03328.HK,交通银行,交通银行股份有限公司,"Bank of Communications Co., Ltd.",2005-06-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03329.HK,交银国际,交银国际控股有限公司,Bocom International Holdings Company Limited,2017-05-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03330.HK,灵宝黄金,灵宝黄金集团股份有限公司,Lingbao Gold Group Company Ltd.,2006-01-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03332.HK,中生联合,南京中生联合股份有限公司,"Nanjing Sinolife United Co., Ltd.",2014-01-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03336.HK,巨腾国际,巨腾国际控股有限公司,Ju Teng International Holdings Ltd.,2005-11-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03337.HK,安东油田服务,安东油田服务集团,Anton Oilfield Services Group,2007-12-14,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03339.HK,中国龙工,中国龙工控股有限公司,Lonking Holdings Limited,2005-11-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03347.HK,泰格医药,杭州泰格医药科技股份有限公司,"Hangzhou Tigermed Consulting Co., Ltd.",2020-08-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03348.HK,中国鹏飞集团,中国鹏飞集团有限公司,China PengFei Group Limited,2019-11-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03355.HK,飞速创新,深圳市飞速创新技术股份有限公司,FS.COM Limited,2026-03-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03360.HK,远东宏信,远东宏信有限公司,Far East Horizon Limited,2011-03-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03363.HK,正业国际,正业国际控股有限公司,"Zhengye International Holdings Co., Ltd.",2011-06-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03366.HK,华侨城(亚洲),华侨城(亚洲)控股有限公司,Overseas Chinese Town (Asia) Holdings Limited,2005-11-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03368.HK,百盛集团,百盛商业集团有限公司,Parkson Retail Group Limited,2005-11-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03369.HK,秦港股份,秦皇岛港股份有限公司,"Qinhuangdao Port Co., Ltd.",2013-12-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03377.HK,远洋集团,远洋集团控股有限公司,Sino-Ocean Group Holding Limited,2007-09-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03378.HK,翰思艾泰-B,翰思艾泰生物医药科技(武汉)股份有限公司,"Hanx Biopharmaceuticals (Wuhan) Co., Ltd.",2025-12-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03380.HK,龙光集团,龙光集团有限公司,Logan Group Company Limited,2013-12-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03382.HK,天津港发展,天津港发展控股有限公司,Tianjin Port Development Holdings Limited,2006-05-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03383.HK,雅居乐集团,雅居乐集团控股有限公司,Agile Group Holdings Limited,2005-12-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03389.HK,亨得利,亨得利控股有限公司,Hengdeli Holdings Limited,2005-09-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03390.HK,满贯集团,满贯集团控股有限公司,Tycoon Group Holdings Limited,2020-04-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03393.HK,威胜控股,威胜控股有限公司,Wasion Holdings Limited,2005-12-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03395.HK,吉星新能源,吉星新能源有限责任公司,JX Energy Ltd.,2017-03-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03396.HK,联想控股,联想控股股份有限公司,Legend Holdings Corporation,2015-06-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03398.HK,华鼎控股,华鼎集团控股有限公司,China Ting Group Holdings Limited,2005-12-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03399.HK,粤运交通,广东粤运交通股份有限公司,Guangdong Yueyun Transportation Company Limited,2005-10-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03600.HK,现代牙科,现代牙科集团有限公司,Modern Dental Group Ltd.,2015-12-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03601.HK,鲁大师,360鲁大师控股有限公司,360 Ludashi Holdings Limited,2019-10-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03603.HK,信基沙溪,信基沙溪集团股份有限公司,"Xinji Shaxi Group Co., Ltd",2019-11-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03606.HK,福耀玻璃,福耀玻璃工业集团股份有限公司,"Fuyao Glass Industry Group Co.,Ltd.",2015-03-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03613.HK,同仁堂国药,北京同仁堂国药有限公司,"Beijing Tong Ren Tang Chinese Medicine Co., Ltd.",2018-05-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03616.HK,恒达集团控股,恒达集团(控股)有限公司,Ever Reach Group (Holdings) Company Limited,2018-11-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03618.HK,重庆农村商业银行,重庆农村商业银行股份有限公司,"Chongqing Rural Commercial Bank Co., Ltd.",2010-12-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03623.HK,中国金融发展,中国金融发展(控股)有限公司,China Success Finance Group Holdings Limited,2013-11-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03625.HK,傅里叶,上海傅里叶半导体股份有限公司,"Shanghai FourSemi Semiconductor Co., Ltd.",2026-03-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03626.HK,启明东方控股,启明东方控股有限公司,East Nova Holdings Limited,2016-05-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03628.HK,仁恒实业控股,仁恒实业控股有限公司,Renheng Enterprise Holdings Limited,2013-11-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03633.HK,中裕能源,中裕能源控股有限公司,Zhongyu Energy Holdings Limited,2012-07-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03636.HK,金浔资源,云南金浔资源股份有限公司,"Yunnan Jinxun Resources Co., Ltd.",2026-01-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03638.HK,亨利加集团,亨利加集团有限公司,Hunlicar Group Limited,2016-03-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03639.HK,亿达中国,亿达中国控股有限公司,Yida China Holdings Ltd.,2014-06-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03650.HK,KEEP,Keep Inc.,Keep Inc.,2023-07-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03658.HK,新希望服务,新希望服务控股有限公司,New Hope Service Holdings Limited,2021-05-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03660.HK,奇富科技-S,奇富科技股份有限公司,"Qfin Holdings, Inc.",2022-11-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03662.HK,星悦康旅,星悦康旅股份有限公司,Starjoy Wellness And Travel Company Limited,2019-03-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03666.HK,上海小南国,上海小南国控股有限公司,Shanghai XNG Holdings Limited,2012-07-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03668.HK,兖煤澳大利亚,兖煤澳大利亚有限公司,Yancoal Australia Ltd,2018-12-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03669.HK,永达汽车,中国永达汽车服务控股有限公司,China Yongda Automobiles Services Holdings Limited,2012-07-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03677.HK,正力新能,江苏正力新能电池技术股份有限公司,"Jiangsu Zenergy Battery Technologies Group Co., Ltd.",2025-04-14,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03678.HK,弘业期货,苏豪弘业期货股份有限公司,"Soho Holly Futures Co., Ltd.",2015-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03680.HK,瑞和数智,瑞和数智科技控股有限公司,Ruihe Data Technology Holdings Limited,2019-12-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03681.HK,中国抗体-B,中国抗体制药有限公司,SinoMab BioScience Limited,2019-11-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03683.HK,荣丰亿控股,荣丰亿控股有限公司,Great Harvest Maeta Holdings Limited,2010-10-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03686.HK,祈福生活服务,祈福生活服务控股有限公司,Clifford Modern Living Holdings Limited,2016-11-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03688.HK,莱蒙国际,莱蒙国际集团有限公司,Top Spring International Holdings Limited,2011-03-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03689.HK,康华医疗,广东康华医疗集团股份有限公司,"Guangdong Kanghua Healthcare Group Co., Ltd.",2016-11-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03690.HK,美团-W,美团,Meituan,2018-09-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03692.HK,翰森制药,翰森制药集团有限公司,Hansoh Pharmaceutical Group Company Limited,2019-06-14,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03696.HK,英矽智能,英矽智能,InSilico Medicine Cayman TopCo,2025-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03698.HK,徽商银行,徽商银行股份有限公司,Huishang Bank Corporation Limited,2013-11-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03699.HK,光大永年,光大永年有限公司,Everbright Grand China Assets Limited,2018-01-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03700.HK,映宇宙,映宇宙集团有限公司,Inkeverse Group Limited,2018-07-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03708.HK,世界数字经济产业,世界数字经济产业集团有限公司,World Digital Economy Asset Group Limited,2015-01-14,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03709.HK,赢家时尚,赢家时尚控股有限公司,EEKA Fashion Holdings Limited,2014-06-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03718.HK,北控城市资源,北控城市资源集团有限公司,Beijing Enterprises Urban Resources Group Limited,2020-01-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03728.HK,正利控股,正利控股有限公司,Ching Lee Holdings Limited,2017-09-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03737.HK,中智药业,中智药业控股有限公司,Zhongzhi Pharmaceutical Holdings Limited,2015-07-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03738.HK,阜博集团,阜博集团有限公司,Vobile Group Limited,2018-01-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03750.HK,宁德时代,宁德时代新能源科技股份有限公司,"Contemporary Amperex Technology Co., Limited",2025-05-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03759.HK,康龙化成,康龙化成(北京)新药技术股份有限公司,"Pharmaron Beijing Co., Ltd.",2019-11-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03768.HK,滇池水务,昆明滇池水务股份有限公司,"Kunming Dianchi Water Treatment Co., Ltd.",2017-04-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03773.HK,银盛数惠,银盛数惠数字有限公司,Yinsheng Digifavor Company Limited,2016-01-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03778.HK,中国织材控股,中国织材控股有限公司,China Weaving Materials Holdings Limited,2011-12-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03788.HK,罕王黄金,罕王黄金国际有限公司,Hanking Gold International Limited,2011-09-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03789.HK,御佳控股,御佳控股有限公司,Royal Deluxe Holdings Limited,2017-02-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03798.HK,家乡互动,家乡互动科技有限公司,Homeland Interactive Technology Ltd.,2019-07-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03800.HK,协鑫科技,协鑫科技控股有限公司,GCL Technology Holdings Limited,2007-11-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03808.HK,中国重汽,中国重汽(香港)有限公司,Sinotruk (Hong Kong) Limited,2007-11-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03813.HK,宝胜国际,宝胜国际(控股)有限公司,Pou Sheng International (Holdings) Ltd.,2008-06-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03816.HK,KFM金德,KFM金德控股有限公司,KFM Kingdom Holdings Limited,2012-10-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03818.HK,中国动向,中国动向(集团)有限公司,"China Dongxiang (Group) Co., Ltd.",2007-10-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03822.HK,三和建筑集团,三和建筑集团有限公司,Sam Woo Construction Group Ltd.,2014-10-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03828.HK,明辉国际,明辉国际控股有限公司,Ming Fai International Holdings Limited,2007-11-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03830.HK,童园国际,童园国际有限公司,Kiddieland International Limited,2017-09-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03833.HK,新疆新鑫矿业,新疆新鑫矿业股份有限公司,"Xinjiang Xinxin Mining Industry Co., Ltd.",2007-10-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03836.HK,和谐汽车,中国和谐汽车控股有限公司,China Harmony Auto Holding Limited,2013-06-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03838.HK,中国淀粉,中国淀粉控股有限公司,China Starch Holdings Ltd.,2007-09-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03839.HK,正大企业国际,正大企业国际有限公司,Chia Tai Enterprises International Limited,2015-07-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03848.HK,浩森金融科技,浩森金融科技集团有限公司,Haosen Fintech Group Limited,2017-07-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03858.HK,佳鑫国际资源,佳鑫国际资源投资有限公司,Jiaxin International Resources Investment Limited,2025-08-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03860.HK,EPS创健科技,EPS创健科技集团有限公司,EPS Creative Health Technology Group Limited,2019-12-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03866.HK,青岛银行,青岛银行股份有限公司,"Bank of Qingdao Co., Ltd.",2015-12-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03868.HK,信义能源,信义能源控股有限公司,Xinyi Energy Holdings Limited,2019-05-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03869.HK,弘和仁爱医疗,弘和仁爱医疗集团有限公司,Hospital Corporation of China Limited,2017-03-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03877.HK,中国船舶租赁,中国船舶集团(香港)航运租赁有限公司,CSSC (Hong Kong) Shipping Company Limited,2019-06-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03878.HK,VICON HOLDINGS,Vicon Holdings Limited,Vicon Holdings Limited,2017-12-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03880.HK,泰德医药,泰德医药(浙江)股份有限公司,Medtide Inc.,2025-06-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03881.HK,希迪智驾,希迪智驾科技股份有限公司,CiDi Inc.,2025-12-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03882.HK,天彩控股,天彩控股有限公司,Sky Light Holdings Ltd.,2015-07-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03883.HK,中国奥园,中国奥园集团股份有限公司,China Aoyuan Group Limited,2007-10-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03886.HK,康健国际医疗,康健国际医疗集团有限公司,Town Health International Medical Group Limited,2008-08-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03887.HK,HASHKEY HLDGS,HashKey Holdings Limited,HashKey Holdings Limited,2025-12-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03888.HK,金山软件,金山软件有限公司,Kingsoft Corporation Limited,2007-10-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03889.HK,大成玉米集团,大成玉米集团有限公司,Global Corn Group Limited,2007-09-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03893.HK,易纬集团,易纬集团控股有限公司,CROSSTEC Group Holdings Limited,2016-09-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03896.HK,金山云,金山云控股有限公司,Kingsoft Cloud Holdings Limited,2022-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03898.HK,时代电气,株洲中车时代电气股份有限公司,"Zhuzhou CRRC Times Electric Co., Ltd.",2006-12-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03899.HK,中集安瑞科,中集安瑞科控股有限公司,CIMC Enric Holdings Limited,2006-07-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03900.HK,绿城中国,绿城中国控股有限公司,Greentown China Holdings Limited,2006-07-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03903.HK,瀚华金控,瀚华金控股份有限公司,"Hanhua Financial Holding Co., Ltd.",2014-06-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03908.HK,中金公司,中国国际金融股份有限公司,China International Capital Corporation Limited,2015-11-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03913.HK,合景悠活,合景悠活集团控股有限公司,KWG Living Group Holdings Limited,2020-10-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03918.HK,金界控股,金界控股有限公司,NagaCorp Ltd.,2006-10-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03919.HK,金力集团,金力集团控股有限公司,Golden Power Group Holdings Ltd.,2017-11-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03928.HK,中国新零售供应链,中国新零售供应链集团有限公司,China Next-Gen Commerce and Supply Chain Limited,2019-09-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03931.HK,中创新航,中创新航科技集团股份有限公司,"CALB Group Co., Ltd.",2022-10-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03933.HK,联邦制药,联邦制药国际控股有限公司,The United Laboratories International Holdings Limited,2007-06-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03938.HK,LFG投资控股,LFG投资控股有限公司,LFG Investment Holdings Limited,2019-09-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03939.HK,万国黄金集团,万国黄金集团有限公司,Wanguo Gold Group Limited,2012-07-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03958.HK,东方证券,东方证券股份有限公司,Orient Securities Company Limited,2016-07-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03963.HK,融众金融,中国融众金融控股有限公司,China Rongzhong Financial Holdings Company Limited,2016-01-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03968.HK,招商银行,招商银行股份有限公司,"China Merchants Bank Co., Ltd.",2006-09-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03969.HK,中国通号,中国铁路通信信号股份有限公司,China Railway Signal & Communication Corporation Limited,2015-08-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03978.HK,卓越教育集团,卓越教育集团,China Beststudy Education Group,2018-12-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03983.HK,中海石油化学,中海石油化学股份有限公司,China BlueChemical Ltd.,2006-09-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03986.HK,兆易创新,兆易创新科技集团股份有限公司,GigaDevice Semiconductor Inc.,2026-01-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03988.HK,中国银行,中国银行股份有限公司,Bank of China Ltd.,2006-06-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03989.HK,首创环境,首创环境控股有限公司,Capital Environment Holdings Limited,2006-07-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03990.HK,美的置业,美的置业控股有限公司,Midea Real Estate Holding Limited,2018-10-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03991.HK,长虹佳华,长虹佳华控股有限公司,Changhong Jiahua Holdings Limited,2020-03-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03993.HK,洛阳钼业,洛阳栾川钼业集团股份有限公司,CMOC Group Limited,2007-04-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03996.HK,中国能源建设,中国能源建设股份有限公司,China Energy Engineering Corporation Ltd.,2015-12-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03997.HK,电讯首科,电讯首科控股有限公司,Telecom Service One Holdings Limited,2018-03-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03998.HK,波司登,波司登国际控股有限公司,Bosideng International Holdings Ltd.,2007-10-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
03999.HK,大成食品,大成食品(亚洲)有限公司,DaChan Food (Asia) Limited,2007-10-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
06030.HK,中信证券,中信证券股份有限公司,CITIC Securities Company Limited,2011-10-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
06031.HK,三一重工,三一重工股份有限公司,"Sany Heavy Industry Co., Ltd.",2025-10-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
